"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"mu[60]",-1.58041073564983,-1.4287445,1.29081076280741,1.179728119059,-3.98352222,0.234098029,1.00055927510087,8507.63623437133,8262.79793945568
"mu[61]",0.646826080128121,0.621506355,0.862095051178425,0.7859784275049,-0.7513383585,2.077079045,1.00013707644049,14135.5061275879,9776.60019677187
"mu[62]",-3.71918031746131,-3.5137675,1.52960932034214,1.45165102152,-6.528447065,-1.600007905,1.00076499492108,4317.19655131376,6149.61890429949
"mu[63]",0.726686901134283,0.695435475,0.732456686380705,0.677978576541,-0.4340988935,1.96018099,1.00044990472432,11570.2133033846,9701.64592889339
"mu[64]",0.832004535547088,0.75637939,0.759977240542706,0.696856077561,-0.2840671395,2.174882515,1.00014815796742,12903.880237893,9183.47507870804
"mu[65]",-3.19252751689769,-3.0948724,1.1895070895272,1.1802800688,-5.287056085,-1.451889645,1.00084191227724,4805.03143565409,7194.98411746076
"mu[66]",3.88043442276562,3.7589086,1.2810854715492,1.26227348268,1.985029795,6.144072515,1.00114316644807,3988.89441791799,4679.19610893379
"mu[67]",-1.91123614073938,-1.7743018,1.05991498695647,0.98974165416,-3.890837215,-0.4410929135,1.00086704514766,5783.62250987597,7740.01437078655
"mu[68]",-6.33409987034062,-6.1201882,2.14537119188051,2.10073878714,-10.21398345,-3.219648755,1.00088293855397,3597.2064189662,4209.5163136014
"mu[69]",6.36389378389375,6.2135043,1.99488761309834,1.96207469325,3.39046079,9.911254975,1.00112574151331,3481.7696798514,3687.39977019743
"mu[70]",-1.44766767421442,-1.30417425,1.24282895982098,1.132858900236,-3.75819818,0.3189286425,1.00054141606848,8703.79599228873,8242.52834316252
"mu[71]",5.37903760649812,5.19762635,1.76912892459532,1.69994908587,2.81187689,8.56312205,1.00108673515005,3295.32261197833,3775.24174563923
"mu[72]",3.89305185858563,3.76514825,1.32562970310397,1.29085415592,1.94552449,6.275549835,1.0013142379237,3907.51337110542,4632.61602337044
"mu[73]",-1.74455930902875,-1.6983832,0.560868183049063,0.55259823024,-2.75191779,-0.911804401,1.00072891206993,3505.49842929834,4218.46170326514
"mu[74]",3.64821887576,3.5412316,1.27311508924532,1.25640335037,1.774483505,5.90626548,1.00051517687061,4899.7464216553,6714.89900075554
"mu[75]",-0.471222491928848,-0.395429515,1.03206872120587,0.92611417017,-2.312299245,1.07720626,1.00063882782715,10907.7323225424,7853.4794390402
"mu[76]",-1.21630397291802,-1.1458667,0.743610664184449,0.687382634211,-2.55515659,-0.126775924,1.00033590643722,8467.92085135317,8484.47294038712
"mu[77]",-0.508705140638331,-0.44352821,0.777540780235219,0.721812898338,-1.89062434,0.6521980645,1.00038220882153,8736.8899831889,6961.26747030403
"mu[78]",-1.47768189069288,-1.4208826,0.81182231151511,0.781166824893,-2.905720805,-0.277811232,1.0003970541019,7229.30125722527,7939.99162772846
"mu[79]",3.27046456436261,3.13444385,1.37785115692357,1.33475527626,1.30096914,5.755247205,1.00039984575408,6240.68937949609,9462.90595279078
"mu[80]",2.13656893564062,2.01843665,0.844784352275151,0.80083484082,0.9749242035,3.69735965,1.00105242781382,3949.05843937522,5403.00563244899
"mu[81]",4.61922179866438,4.4842776,1.4720585691431,1.43624273037,2.45075182,7.262836375,1.00102095860721,3223.23710149718,3572.55190125202
"mu[82]",-1.23904604546025,-1.1669896,0.750338490412712,0.714634000878,-2.587363525,-0.152373239000001,1.00010038611553,9267.0414646814,9820.16392114168
"mu[83]",-0.41896580071648,-0.404146315,0.662077728885082,0.61074899842908,-1.524141515,0.641388981,1.00022427516382,12521.6270435396,9822.61704419559
"mu[84]",2.58284837000875,2.4403656,1.04152575156658,0.97523018775,1.150575255,4.504230825,1.00107458253469,4019.92956967821,5870.47797005336
"mu[85]",2.96425367758319,2.85932115,1.07592866621201,1.05489095292,1.390125015,4.889142115,1.00111692536539,4750.71387851428,6709.33771145899
"mu[86]",2.27700272984062,2.1482339,0.908752462189482,0.85925128233,1.027128905,3.95308506,1.00107797703533,3996.49634578282,5741.97981003444
"mu[87]",-6.55194183885,-6.359775,2.10610694350819,2.05803494043,-10.37188565,-3.47661054,1.00087982331523,3235.27574655316,3526.67780323795
"mu[88]",6.52406191418125,6.31047575,2.12360388004096,2.04173249322,3.422095405,10.3573193,1.00102512705882,3308.5962198569,3742.88880609163
"mu[89]",-0.549705488052634,-0.52488551,0.434208198177639,0.401709721287,-1.30551489,0.109079385,1.00032506113036,9426.12776192615,8834.41893102656
"mu[90]",-5.14919241895937,-4.94668575,1.79372854516298,1.72995498249,-8.43655125,-2.59073048,1.00097607206215,3452.48036300113,4243.39510279549
"mu[91]",6.08838366971063,5.9058175,1.99020983849204,1.96938361473,3.157451695,9.613288185,1.00057491769835,3672.40951260724,4727.94852256693
"mu[92]",1.55754644004537,1.4790188,0.60124595030013,0.57362283258,0.724157523,2.658676635,1.00089654968616,4011.20072601661,5231.597514215
"mu[93]",-0.0252409083548259,-0.021664643,0.987112570177089,0.9040505276502,-1.657172415,1.575888345,1.00051409185619,10728.0267342206,9664.92625612001
"mu[94]",-2.59263172882459,-2.36962405,1.48283411272313,1.36145497488,-5.35523666,-0.60660582,1.00049540145052,5922.93230196496,7816.49770324912
"mu[95]",-1.94999941374562,-1.8897384,0.671089155268183,0.66072335868,-3.14598064,-0.9749693925,1.00088870445628,3896.95249289365,5239.24136654145
"mu[96]",-0.0486454012374417,-0.082820306,0.754611828476014,0.6858251762544,-1.210160345,1.227278705,1.00051786786612,10558.5711051676,8928.08389993014
"mu[97]",-3.73277820250271,-3.5392333,1.58705739967998,1.51454802849,-6.621869255,-1.49365873,1.00163066668263,4454.80194437101,7168.78960250957
"mu[98]",-2.10798303858061,-1.95095315,1.08527174088685,1.01759088669,-4.107105,-0.6172186775,1.00058376212652,6576.34808625687,8059.1375267913
"mu[99]",-1.31114301042255,-1.2615255,0.742460761894682,0.708628366341,-2.61519974,-0.213615982500001,1.0003795172461,7408.7387387047,8131.6736765079
"mu[100]",-0.684855172933756,-0.634900755,0.594173225194739,0.54901767711,-1.75009936,0.1905687265,1.00013675655518,11869.9992901684,9636.59282126342
"mu[101]",-3.09142987109332,-2.85793055,1.57324378735679,1.45286289876,-6.02436605,-0.974360545500002,1.00059646374878,5239.40527371025,7494.96982949875
"mu[102]",2.0316988248253,1.950404,0.883666916492657,0.86254013391,0.7336369505,3.61391717,1.00072176851761,6518.78400861597,9560.18494136493
"mu[103]",-1.50396896027852,-1.41689845,0.7247325827402,0.682286018799,-2.82590657,-0.469459205,1.0003870967943,6389.9364195442,8363.69142473275
"mu[104]",-5.98668436513938,-5.6804936,2.37224887444089,2.26443969549,-10.3617664,-2.68513716,1.00090066230528,4048.07268594866,5621.51035657632
"mu[105]",-6.78462649818125,-6.5511314,2.35265222185513,2.29590958548,-11.0727703,-3.393358485,1.00069431120146,3606.97040722268,4139.4621286526
"mu[106]",1.25737856823461,1.20527955,0.509566272108194,0.489591970476,0.52118354,2.19141322,1.0004284243424,5338.08572933193,8852.88968162746
"mu[107]",3.59976434099812,3.51783515,1.10316600476869,1.08570508893,1.939390685,5.5539248,1.00106921473016,3241.50176941502,3587.16430937949
"mu[108]",-3.68255260221563,-3.59197825,1.15837818717912,1.14185878632,-5.74594705,-1.956727455,1.00107513328211,3304.69479962995,3719.78238705376
"mu[109]",3.27495926634188,3.17221345,1.09986077362436,1.0754061339,1.668617595,5.274221505,1.00089880886887,3681.42297483613,4742.05727942144
"mu[110]",-1.04812809751069,-0.976571055,0.614901454908318,0.569267376321,-2.16481296,-0.168758277,1.00037275375426,8055.27889831731,8974.4105233314
"mu[111]",2.02603701340735,1.8665836,1.23799656850703,1.15127277741,0.3062032505,4.30046582,1.00031546885502,7924.95738243301,9314.93279262264
"mu[112]",3.97774467029187,3.84213965,1.39947249186027,1.36575933333,1.940063195,6.507662715,1.00133929062197,3953.00278108287,5100.36994664203
"mu[113]",7.68288500880563,7.3772435,2.74160311073713,2.6339456472,3.767226465,12.71186155,1.00103554341832,3972.42580886515,4936.68953799075
"mu[114]",-0.645572288449485,-0.61903084,0.48119521412308,0.451521256179,-1.463340835,0.0868295313499998,1.0008175771533,9036.67942088631,8888.36205598097
"mu[115]",-4.8214470207,-4.65664805,1.58598657186589,1.53107205027,-7.70004423,-2.52311577,1.00103723311567,3317.61698168934,3553.83531822488
"mu[116]",4.47859402070312,4.3217012,1.50755878664308,1.46026996836,2.30833044,7.187121455,1.00090469227809,3514.40868187319,3911.31285498504
"mu[117]",-2.87913868465367,-2.70944525,1.3706179168295,1.29957288174,-5.369006945,-0.936221134500001,1.00197359849318,5062.16934990761,7009.83521299414
"mu[118]",0.195086260174933,0.17889896,0.445356120178353,0.397279008252,-0.5035105695,0.954542755,1.00017947646273,13027.1657586021,10038.2515374418
"mu[119]",-1.25085698353852,-1.1826857,0.790862621196368,0.751425016398,-2.66511195,-0.0953752670000001,1.00007582798576,9559.52417982892,9449.31193280104
"mu[120]",1.83444025146937,1.76668,0.618850926336106,0.59882517933,0.944221632,2.94480687,1.00086327261067,3514.00082535539,4266.77997273944
"mu[121]",-1.94514014277044,-1.8461519,0.791682199481379,0.7503675816,-3.39063764,-0.8300254805,1.00049330606091,4851.42199091363,8121.55091584176
"mu[122]",-0.389022479987634,-0.31530017,0.936689956601734,0.835609142277,-2.04740333,0.994161487,1.00033160315316,12104.2791876158,8482.31517478158
"mu[123]",0.0203495312675074,0.0061672045,0.390191109609041,0.346368370089,-0.5927639765,0.6873628875,1.00035226590626,13416.1018211341,9499.79043050834
"mu[124]",4.67729604024125,4.51290015,1.66728386587763,1.59545951502,2.2701961,7.678025665,1.00131778813578,3882.30979765726,4907.03057265818
"mu[125]",1.55148526118649,1.4438651,0.934689987787533,0.87598057008,0.2361564855,3.25705297,1.00019342728538,8642.86616475788,9211.32673192895
"mu[126]",-0.568262109225509,-0.521303815,0.580866482214902,0.525344402457,-1.597238755,0.293592478,1.00034378993133,12157.946639994,9174.7147579029
"mu[127]",-0.302913937912038,-0.24333889,0.86510516098461,0.779892485715,-1.807695525,0.9908541395,1.00019168942763,11780.3522600256,8879.43127589636
"mu[128]",-1.49414611514403,-1.4447154,0.58501373534694,0.57700701534,-2.526249565,-0.638480511,1.00068324035757,5259.48581633913,7829.03459842973
"mu[129]",2.94143829981231,2.80315195,1.2646279931797,1.21357503939,1.13114358,5.234891775,1.00127789215959,4927.48433388818,7801.42275518844
"mu[130]",0.00928000948976689,0.10298548,1.42021927037526,1.253382019134,-2.47829633,2.18423021,1.00048171226389,12036.2865761611,8925.59643381232
"mu[131]",2.43439646609659,2.33975915,0.983818245114314,0.95945398941,1.01079887,4.21552715,1.00088381869343,5543.52216512168,9502.19911775129
"mu[132]",-7.13798082865375,-6.81819095,2.71920878005285,2.61543679467,-12.1370987,-3.31194421,1.00097292178104,3906.42086920641,5363.41213431773
"mu[133]",4.06202066481639,3.89697435,1.58988036048401,1.54806086715,1.755178175,6.90600615,1.00040230246811,5544.12114626033,8297.36165603691
"mu[134]",3.39872217436263,3.28527745,1.19489416849118,1.16185972749,1.64817024,5.53910723,1.00130904561977,4166.81024700097,5336.86728800525
"mu[135]",5.5845475540625,5.37256295,1.88888095363061,1.8357464244,2.84791827,8.972309045,1.00074914078775,3687.24431349732,4542.88767964039
"mu[136]",2.74872302101187,2.58086935,1.14857154610128,1.07870225022,1.17830213,4.86790913,1.00103432449002,4239.08442010451,6720.69063469557
"mu[137]",1.23300562661072,1.1140098,0.884728036892856,0.821663450853,0.00100014453850003,2.848589895,1.00057073235631,7222.22672421902,7957.96458913038
"mu[138]",0.41922766442875,0.393939855,0.170546685590586,0.16068240888,0.185746721,0.7348568795,1.00102004219908,4059.02186415289,5710.78608468379
"mu[139]",5.55949794695062,5.3054183,2.02383541923228,1.91381702694,2.72767312,9.26962245,1.00099435262118,3757.64099932026,4717.93171404794
"mu[140]",-3.77559122134375,-3.6417607,1.25570948219884,1.21345294728,-6.061132045,-1.965929555,1.00104303091322,3355.23686525288,3531.23601016487
"mu[141]",2.89902393367631,2.70510405,1.47621537935622,1.38438175302,0.864954485,5.63932379,1.00037875323553,6465.18197717685,9110.69404256956
"mu[142]",3.47933017890437,3.34503135,1.1755407631281,1.13017916004,1.7869906,5.596358415,1.00081044089855,3596.2773944294,4023.93530426168
"mu[143]",4.40601955100444,4.22656645,1.72594157845126,1.6624149171,1.92700219,7.563996165,1.00081194908492,4922.242498627,7994.80716567228
"mu[144]",-1.7395424886634,-1.6616908,1.09567076176916,1.031633162091,-3.66676802,-0.0971858038500007,1.00029898466885,8180.13582787634,8317.13139970038
"mu[145]",-0.167537280068325,-0.180080205,0.499898692338991,0.456116211642,-0.9553758505,0.6586331515,1.00072399167557,10649.8707477873,9087.98150735292
"mu[146]",3.70094581236313,3.6063786,1.13231334835671,1.10583916758,2.007722005,5.726633595,1.0008798103109,3145.14877656494,3339.39723726879
"mu[147]",2.84372480297412,2.7362512,1.05250106793934,1.03241970363,1.30419932,4.724405875,1.00111752244579,4897.14062041408,7443.44198212615
"mu[148]",-0.643104795525682,-0.56395452,0.5902988173852,0.531931890777,-1.72916705,0.1759830365,1.00058712689442,8211.26604291266,7965.73225477681
"mu[149]",3.18652154081312,3.08062555,1.14944228954674,1.11977923995,1.510176165,5.275371215,1.00131813716773,4229.6401420851,5702.90667824055
"mu[150]",1.31608544204534,1.25476105,0.507134427488021,0.484054748583,0.6040584195,2.229162615,1.00064312988491,4356.39808926152,6602.88232112661
"mu[151]",-1.66169791287294,-1.57772315,0.637910178432506,0.60912309654,-2.836125295,-0.7689855175,1.00092031671041,3875.83521044356,4849.12026283069
"mu[152]",0.179801220223762,0.177727535,1.00662363965569,0.901489896573,-1.459038705,1.818714935,1.00015814599794,12160.5813650437,9273.91539633114
"mu[153]",0.141293654442985,0.13160129,0.27584101261233,0.2479945924386,-0.296232031,0.60969183,1.00017744600632,17122.5845453978,10310.639178476
"mu[154]",5.36722666830562,5.1731251,1.80863945834496,1.71996418587,2.76928171,8.62041502,1.00111804658585,3354.41775312636,3996.50772353185
"mu[155]",2.42896724260312,2.3438828,0.937011829630262,0.92112099576,1.052833625,4.10789304,1.00078596675559,5729.32149212811,9378.29044673203
"mu[156]",-0.993319728875872,-0.959079935,0.904291985807376,0.845886073284,-2.516259495,0.401587524,1.00068156430811,9518.38321406289,8931.38165177735
"mu[157]",-3.72250540683438,-3.5372741,1.50048257890283,1.43529119769,-6.479004865,-1.60459207,1.00053440642551,4967.24104269894,7449.40138258058
"mu[158]",4.01738496099312,3.90454085,1.33997093940619,1.30592619339,2.033949755,6.447001525,1.00128863236939,3779.18549894584,4245.29268639771
"mu[159]",0.870019153764406,0.83470455,0.77001211129897,0.708855500661,-0.3480331355,2.17525389,1.00033523004727,11861.2700267012,10031.8769424836
"mu[160]",-0.698279107051083,-0.605104975,0.968424396298792,0.8757242663463,-2.426437395,0.710202136,1.00049673078802,10455.8491173339,8336.52967708018
"mu[161]",-0.256089315872974,-0.243811865,0.123662604664235,0.119467641132,-0.4767501885,-0.07628343055,1.00031440694308,7450.88516441072,9418.07021254
"mu[162]",-3.08069513025278,-2.90901255,1.44529586064822,1.37798715096,-5.693550855,-1.01894309,1.00183014300725,5033.7182480426,7148.66006482832
"mu[163]",3.56162377106375,3.4515926,1.21493243136236,1.18673834853,1.76614357,5.757792125,1.00099748391967,3885.80501682641,5665.65840546399
"mu[164]",2.76501873273077,2.6554543,1.14866303618264,1.11561787827,1.120077015,4.872231155,1.00100441921863,5233.99443838754,8361.12369591046
"mu[165]",-1.37910146190438,-1.31472135,0.50568771938876,0.484394857023,-2.3144467,-0.6729965485,1.00103137116301,3756.70412519747,4425.17361026596
"mu[166]",-6.8947601653,-6.6343579,2.44508486028349,2.38476039501,-11.3662032,-3.388356445,1.00072851264867,3669.95343017587,4197.73401232484
"mu[167]",3.42650749376187,3.3489492,1.05398458128966,1.0404160326,1.8414146,5.29778805,1.00108330536601,3278.60797264272,3604.32442434313
"mu[168]",0.243943008383147,0.20734438,0.573527913910924,0.521749883235,-0.6292967775,1.226739,1.00027056573964,12079.727554208,8716.98299320166
"mu[169]",1.61333957393555,1.5010619,0.896982085486317,0.83973122247,0.3595449825,3.237120735,1.00046998005017,6663.91147750169,8256.7608666135
"mu[170]",1.65268764513921,1.57138055,1.15917854999862,1.084209968373,-0.107256613,3.69266806,1.0009231436419,8955.64944278245,9553.77216959806
"mu[171]",5.66618763797,5.44417095,1.94967470364234,1.86873412614,2.871222785,9.20039598,1.00089645729409,3625.91631729861,4402.14297543717
"mu[172]",6.14652818836,5.9497878,2.10101116453831,2.04158356605,3.10708562,9.929728105,1.00108421480518,3861.43395293252,4319.35642521831
"mu[173]",0.558511025565603,0.53487457,0.756124992940329,0.7042397799024,-0.6399665595,1.825855555,1.00068883227045,10010.5925639997,9165.09536830193
"mu[174]",4.24542098845312,4.12390045,1.34125909611545,1.30448762661,2.26265291,6.64714477,1.0009962265772,3209.52127416836,3503.30493074257
"mu[175]",-0.26300411230194,-0.239670505,0.507057552125856,0.4598942997243,-1.13280202,0.533786716999999,1.00013193020384,13646.6605395748,9861.86390413095
"mu[176]",-0.249580178526862,-0.26662382,0.895090740966693,0.814430030778,-1.70120561,1.255375755,1.00068989473681,11690.8751655086,8892.84243928343
"mu[177]",-3.35797060142169,-3.184109,1.42221673852879,1.34761846212,-6.036509375,-1.339871185,1.00096260712986,4442.62311101396,7707.3170849611
"mu[178]",-6.0531436954025,-5.86592905,1.96188639426633,1.90883437899,-9.63082945,-3.194518,1.00090033789476,3248.86000992349,3594.70705542156
"mu[179]",-1.26903194563828,-1.19608475,0.730938645636809,0.68152445907,-2.597015345,-0.204634111,1.0003438604699,8042.64617826196,8379.05794504091
"mu[180]",0.83788235602881,0.810440045,1.25319317998376,1.1365294279122,-1.186636325,2.94069876,1.00074323569044,10928.7666806703,9317.30434524265
"mu[181]",-3.58808909716062,-3.4940867,1.13967476959015,1.12010956323,-5.608766445,-1.89742578,1.00108988986405,3390.65915844269,3869.99894336135
"mu[182]",0.916206826560544,0.88381355,0.35867291833922,0.3548299167,0.395416018,1.549826345,1.00076976177428,5108.15969683245,7070.33289633835
"mu[183]",-5.29334316924063,-5.1171563,1.73363705648828,1.68684935118,-8.45429776,-2.77809239,1.00092264482843,3268.6439597897,3674.96712210637
"mu[184]",-5.12719363105,-4.91574385,1.91049100904404,1.83000587133,-8.668791155,-2.387942705,1.00083666639446,3806.70567828344,5715.26908624081
"mu[185]",2.74099360763439,2.6266727,1.16450556182628,1.12774302585,1.07210143,4.878852805,1.00100503575272,5316.17881859665,8372.39482523483
"mu[186]",-1.55031090115013,-1.43210465,1.04078158472658,0.966259004802,-3.42787375,-0.0616037865,1.00122885638502,6740.54997411255,7679.37733729905
"mu[187]",-5.77684427134937,-5.5073668,2.20764300284211,2.11154723766,-9.858300915,-2.66774292,1.00077553635376,3956.40754872023,4885.3802221833
"mu[188]",-3.82062215267246,-3.55520605,1.83638729738505,1.71950925006,-7.199631455,-1.33536663,1.0007748331823,5610.57622305602,7631.90360621373
"mu[189]",-2.30546530326437,-2.23652975,0.744990299424776,0.73199245959,-3.631235785,-1.20843559,1.00091736131383,3445.01349378438,4043.39597788209
"mu[190]",-1.959551687965,-1.9063972,0.620423016214942,0.60968952387,-3.071333415,-1.037838035,1.00074293234456,3350.8075112461,3920.0822938732
"mu[191]",-3.53630841952694,-3.34240215,1.49940552256101,1.41964843335,-6.33036972,-1.46141533,1.00068180972382,4326.11015970086,7111.72314506562
"mu[192]",3.78441687666187,3.6860564,1.16636773004818,1.14147390336,2.051049985,5.87431124,1.00093937968443,3134.48061692888,3320.18057542664
"mu[193]",-0.519131945203875,-0.500854205,0.195896229269804,0.191523320646,-0.871385872,-0.233927867,1.00033506173128,4807.01990141101,7437.95215534144
"mu[194]",-2.90363490913162,-2.7083449,1.33729676720704,1.26313242699,-5.36006617,-1.07011088,1.00067633657893,5654.82231573043,7692.50728792054
"mu[195]",4.11537040155312,3.94465935,1.45115165536201,1.38429146268,2.066088025,6.780670955,1.00101281657788,3590.01335649301,4226.77295179082
"mu[196]",-4.21078877596875,-4.00200265,1.65726524294146,1.57420585098,-7.275386885,-1.87678228,1.00118906538836,3931.07799327553,5877.97163950325
"mu[197]",-1.52000265617937,-1.4522669,0.548164077264864,0.52809967371,-2.52083475,-0.7452751155,1.00089444416087,3652.2438119748,4225.36150917678
"mu[198]",1.76236487662125,1.688798,0.62698008099163,0.60406935792,0.876535109,2.901469705,1.00096233046827,3625.13807142656,4370.97432779161
"mu[199]",-1.14594223912562,-1.0346147,1.15610693689002,1.05799144017,-3.24894197,0.5290994075,1.0005236082885,9153.4201607743,8179.31503088735
"mu[200]",1.43838218055875,1.37389035,0.961359261767213,0.895977782511,-0.0238341833,3.11664954,1.00041301385422,12212.2436709928,10882.0146526173
"mu[201]",3.9411021090325,3.8198285,1.31780176439037,1.28319333933,1.997998745,6.297229295,1.00127654548973,3878.35322537889,4511.69902242868
"mu[202]",6.06524833477938,5.81262465,2.31799062988504,2.23435373847,2.739072085,10.3009577,1.00079354579871,4468.09599945832,6628.81755309538
"mu[203]",-5.76811618545188,-5.5827921,1.88060236022637,1.83057452256,-9.197084365,-3.04145872,1.00091318067084,3260.62569283035,3673.79693566702
"mu[204]",-0.78848929241445,-0.75958084,0.339081171097367,0.331182624612,-1.385965135,-0.293131639,1.00057381025524,6079.06897145905,8363.77359802493
"mu[205]",-0.552112111381792,-0.515088725,0.569930297155097,0.525285854583,-1.54859139,0.312551255,1.00011442571737,12667.380663714,9780.5855791561
"mu[206]",-2.1596579596843,-2.01331765,1.20371586693646,1.13433718587,-4.329397535,-0.442202320000001,1.00170994008813,5850.28805989315,7381.83000738746
"mu[207]",-0.952027597362824,-0.881221475,0.60974777459986,0.56419171746,-2.055305605,-0.08888452435,1.0003738542603,8416.53828084593,8843.25800622323
"mu[208]",-1.0130392185932,-0.91941569,0.944164739691063,0.871225886706,-2.69335395,0.354407294,1.00068210651004,8170.17565824397,8182.70387464884
"mu[209]",-4.84586926826125,-4.72476055,1.51618160681956,1.49523056592,-7.557443,-2.58058871,1.00112053078057,3272.96786977041,3746.95029619725
"mu[210]",1.42180668430726,1.3530187,0.898541776073112,0.85716986019,0.07983910655,3.00288169,1.00114331282722,7793.56918206255,8820.2689667678
"mu[211]",2.10295570167752,2.0187101,0.896565220766816,0.87720823701,0.7880800335,3.707890605,1.00072265378076,6359.35151429556,9528.35746489116
"mu[212]",3.68781385650187,3.54435615,1.26102622359253,1.20962783928,1.883142175,5.9741187,1.00094003606655,3526.34912698932,4010.80273903555
"mu[213]",-4.97720575257688,-4.81010785,1.79021926166907,1.7660516223,-8.19514978,-2.371215125,1.00066455094801,4170.46137819158,6116.06403855182
"mu[214]",-1.07334725310674,-1.03172195,0.660596880099049,0.624598126929,-2.230298895,-0.0887646077000004,1.00036054433448,7883.45807246698,8315.63609865296
"mu[215]",4.19424876986456,4.0745265,1.41233389335646,1.39027827561,2.10714676,6.70913289,1.00055066577018,4484.95428613669,5497.11526813065
"mu[216]",-0.347293674599016,-0.322382825,0.523064300560076,0.477517902254043,-1.247596275,0.4673199255,1.00009429767001,13501.3569125956,10066.8760057768
"mu[217]",-2.04905732773721,-1.88688245,1.15998504798526,1.07218303563,-4.220882,-0.4756820305,1.00079549258434,5775.85569882476,7229.35858488912
"mu[218]",-4.28579136172625,-4.1356618,1.48257322042045,1.44763080336,-6.969281195,-2.15182015,1.00067523086248,3644.96401104009,4178.71142863984
"mu[219]",3.45229636057937,3.2886323,1.45419488901047,1.41422493429,1.377157275,6.08238095,1.00121329475215,4884.13165498993,7705.34338258425
"mu[220]",0.814365442540675,0.768671695,0.934231767262235,0.860720954058,-0.635303663,2.40973407,1.00039436133428,11858.1953696292,9450.96366297551
"mu[221]",-3.565679814115,-3.3911416,1.32075842054145,1.25944638687,-5.996038765,-1.72656367,1.00107698835754,3729.18835757215,4680.06233985838
"mu[222]",5.69977747318813,5.4351334,2.08922909124889,1.97831731755,2.777492845,9.54420567,1.0009921826935,3789.56802820766,4826.86941890191
"mu[223]",0.967116254732674,0.893749535,0.570092079398999,0.531070848588,0.1752260165,1.999734055,1.00053395293357,6653.08493300632,8284.88692966811
"mu[224]",-0.410465724346433,-0.41732647,0.888584036694795,0.802480319256,-1.84257602,1.04378819,1.00036318553972,10753.2620345376,9128.13355566512
"mu[225]",-4.28519981905625,-4.1798186,1.34634843251245,1.33302463728,-6.70607153,-2.278132295,1.00084048730719,3370.02996214215,3944.3845641407
"mu[226]",0.46929475994971,0.45724274,0.850619045185482,0.770417174289,-0.927640045,1.861006785,1.00016221560755,13918.2119939744,9791.30700110813
"mu[227]",1.58061226998126,1.5009194,1.17438819274226,1.099521682959,-0.1875885975,3.63983967,1.00093471136869,8917.11714161646,9436.83092774652
"mu[228]",2.07266369283242,1.958031,0.880330938145164,0.8287415241,0.8323110515,3.674079575,1.00048305057208,5209.06568429426,8163.58616557077
"mu[229]",1.45368777416375,1.42069685,0.441142467208813,0.43339689372,0.7864273475,2.234209875,1.00105524639544,3169.94441352839,3457.38770983118
"mu[230]",-3.21676803369912,-3.0328225,1.38493444043654,1.3115806074,-5.77193704,-1.303460175,1.00064372676781,5272.74167521277,7926.21422986195
"mu[231]",-3.23356481166723,-3.02389965,1.48498908371913,1.40068901868,-5.97138751,-1.183022945,1.00102754849122,4754.47421956285,7256.87936053626
"mu[232]",-0.64941951335434,-0.58108752,0.470241246528415,0.425166076734,-1.523935255,-0.00725825747000018,1.00064197478493,7357.58443952722,8030.9477508304
"k1",6.52601662540625,6.3403998,2.00588178020196,1.95953359098,3.56157415,10.1044304,1.00098499624625,2927.25237827942,3039.43257877606
"p0[1]",0.478550881995,0.4783992,0.0481242260430425,0.049048789083,0.400154846,0.557055835,1.00018561119263,13393.5902623108,12226.4120209845
"p0[2]",0.899994436185625,0.904246655,0.039124339429144,0.038250976218,0.8285795935,0.9561963155,1.00029075766162,13400.5028329206,13245.5351728961
"p0[3]",0.402664316380625,0.40140639,0.0622838801849162,0.06330561153,0.301794455,0.506937401,1.00027743497204,12543.5508426689,12624.7539622032
"p0[4]",0.303711370702562,0.29807828,0.0878011660726226,0.08903331759,0.1696477665,0.456692646,1.00025130729554,17173.7755332627,12817.3483212147
"p0[5]",0.89341111617,0.897926495,0.0399203018638836,0.038748892602,0.820364103,0.950242061,1.00028363974315,13668.698214548,12675.4903103119
"p0[6]",0.291778804551,0.28559128,0.0900138467805347,0.092210299587,0.1560525795,0.451013258,1.00037102610944,15806.4994365499,12772.2528780167
"p0[7]",0.3209095090075,0.31888788,0.0576045159639502,0.059065494138,0.229199101,0.418526351,1.00034538508885,17568.4424989257,13341.4464144872
"p0[8]",0.437728408906875,0.436527785,0.0699401172875157,0.070289043006,0.3242866535,0.5550547905,1.00045032407027,14870.3090425214,11993.1023234145
"p0[9]",0.80176156693125,0.810944235,0.0830896386053536,0.081901092378,0.650548657,0.920555595,1.0002393878936,15445.1768795123,13836.5720321364
"p0[10]",0.54547150737875,0.54649467,0.0808642876113917,0.083152399365,0.411740555,0.676427034,1.00026628711194,16979.5393361707,12660.2789911734
"p0[11]",0.856191214570625,0.86450276,0.0646094516395521,0.06403223379,0.737871317,0.947245587,1.00034355857819,13080.2408191157,12649.3828310326
"p0[12]",0.69170691515125,0.69303883,0.0511346876946464,0.051250850385,0.6054601675,0.7740221545,1.00022805123882,12496.9737284183,10347.1083280943
"p0[13]",0.543084131315625,0.542980335,0.0537956344351222,0.054516351015,0.455107414,0.6314961155,1.00022918972233,12560.9447485072,11778.232919852
"p0[14]",0.29065331866875,0.288240455,0.0585494150728861,0.058450696983,0.1983567575,0.391309553,1.00042065205343,16415.722212616,13887.257600246
