"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"mu[18]",6.08788874799875,5.86457665,2.17307767875606,2.0888306922,2.978439395,10.0214824,1.00113323924461,3956.64494671413,4976.78610030187
"mu[19]",4.11808090607938,3.9734854,1.48182489921079,1.44046539756,1.97215835,6.831932705,1.00102227450651,4241.71748350241,5602.6492818214
"mu[20]",0.16286328614669,0.136870725,0.391910956933224,0.348428324181,-0.436024951,0.853148763,1.00034932636079,13001.7486017043,8991.75732754642
"mu[21]",-6.90772153596188,-6.58465985,2.64860054359358,2.54796092586,-11.77966185,-3.18618422,1.00102967366565,3927.4498745458,5389.46111958586
"mu[22]",3.49103440475375,3.37899825,1.12137467414586,1.08782172282,1.8567352,5.515861935,1.00107058675211,3192.95488456275,3467.96391117775
"mu[23]",-1.83856068682567,-1.71622755,1.01400024019477,0.95230422504,-3.70703973,-0.4197374585,1.00135331812972,5567.95052351717,7276.76513336205
"mu[24]",0.796924133996272,0.761475985,0.633334805902808,0.585437775762,-0.1671630765,1.89912284,1.00034403366913,9135.44087721759,8742.11550596927
"mu[25]",2.41037134097725,2.3150795,0.989767958610114,0.96927139596,0.976986761,4.20778997,1.00091134003577,5568.6065743974,9103.02245572931
"mu[26]",-5.7424540656775,-5.52553675,1.9846418730435,1.91786081844,-9.387486135,-2.90627094,1.00097197123367,3429.26872376513,4228.52470084362
"mu[27]",-0.603965553133476,-0.512244265,1.0712275255399,0.963448106397,-2.532058125,0.976346173,1.00061758660135,10791.066310602,8102.55492439358
"mu[28]",4.67364176358375,4.506935,1.58083494072668,1.53009412731,2.39987741,7.529541405,1.0009145066656,3526.30699063162,3937.88011211556
"mu[29]",4.44397970411438,4.2595359,1.55583986074611,1.48343233164,2.24451324,7.306788245,1.00100138949432,3578.7691833569,4278.4793799599
"mu[30]",5.5548736536625,5.42652155,1.72484939521489,1.70291784411,2.964699625,8.629264245,1.00099173935722,3343.35993619989,3871.14363686154
"mu[31]",-6.107881787365,-5.84260595,2.27906695151999,2.18258868534,-10.318506,-2.87710869,1.00076697056143,3853.72555072197,4771.16613466203
"mu[32]",0.652974530465039,0.623077515,0.787277342928454,0.735840155001,-0.586706258,1.98398702,1.00074961737778,9524.66217609571,9189.13778082413
"mu[33]",-0.124568001271124,-0.11770993,0.0939040107172732,0.087591407547,-0.288724716,0.0160634638,1.00025818434989,11226.7242353912,10836.7249355833
"mu[34]",0.863891692973256,0.792926035,0.890542921706621,0.804369937434,-0.4360613315,2.445382955,1.00023112935598,10711.5456881868,8880.58310674438
"mu[35]",7.32893127909375,7.1242529,2.37073889341824,2.2861417719,3.84510813,11.55322655,1.00119612465803,3471.50960170199,3733.93514155851
"mu[36]",1.23770450286405,1.1649745,0.896756643108897,0.821250917403,-0.0899628034,2.824722505,1.0003112789817,8920.19640416416,9322.11141490175
"mu[37]",0.735373798975684,0.69743189,0.397285805226607,0.376315259229,0.1560006735,1.44976072,1.00049872215192,8916.47956222868,9195.76393186357
"mu[38]",-3.33421077409437,-3.24268235,1.04443232020232,1.02382306992,-5.21419505,-1.779076475,1.0008234645127,3267.14135809012,3613.79492586413
"mu[39]",-1.80471358849494,-1.56372215,1.87918852905661,1.68059982153,-5.245596305,0.7964717555,1.00040104668061,9079.1724690958,8440.2390008315
"mu[40]",-2.97506764476875,-2.88251705,0.965833858706967,0.9356369841,-4.722939555,-1.570101085,1.00099011997647,3309.8946104866,3607.47572833537
"mu[41]",-5.48917928394375,-5.248174,2.05116225369416,1.96749433755,-9.28353915,-2.58562563,1.00077275250906,3857.56093448914,4721.01483871304
"mu[42]",-6.90475212330313,-6.6863322,2.35221522680718,2.30009296377,-11.16541165,-3.50265047,1.00079860852694,3582.4431350458,4029.76904598422
"mu[43]",6.8359852893875,6.62754595,2.20095305189285,2.16792213897,3.593176375,10.737684,1.00067073958715,3528.94763772272,4228.17344323679
"mu[44]",-6.53414811729875,-6.2224161,2.47320445933642,2.35692747108,-11.13931935,-3.058127595,1.00073467147559,3725.83382719423,4639.09205275526
"mu[45]",1.87104309666875,1.78246305,0.687514081202298,0.65345958237,0.90827886,3.14180714,1.00113837907892,3613.85031863302,4370.13381631913
"mu[46]",-3.52517802841875,-3.42272495,1.11623741286637,1.08858014685,-5.53091069,-1.88327993,1.00091950260936,3260.5087617659,3508.96768245584
"mu[47]",-0.600162361486507,-0.56397423,0.599793080902556,0.554943688614,-1.63548503,0.3136781925,1.00012029068937,12448.3753956435,9649.81039224123
"mu[48]",-0.257208510182977,-0.26853352,0.887116996934276,0.796579941906,-1.693620465,1.21609955,1.00029749521618,13647.9191422419,9767.12671433244
"mu[49]",2.20864431053187,2.11262115,0.792465618418434,0.76170457902,1.09429906,3.657074415,1.00109375188872,3541.85510207608,4154.27101865874
"mu[50]",-1.38400329433234,-1.2940087,0.776276476768872,0.731809907052,-2.796242395,-0.281329755,1.0002520487945,8141.6887444071,9065.35157773763
"mu[51]",-6.169995329935,-5.94921975,2.09684973665562,2.02915478199,-10.01706475,-3.159565605,1.00095935801629,3376.44585228534,4026.01582476891
"mu[52]",-0.142878487115002,-0.11526682,0.544996339902388,0.492021996354,-1.0826923,0.702434002,1.00031546543168,12772.0889212411,8615.61527282969
"mu[53]",-5.51788213093312,-5.2651444,2.09739862209894,2.00337866904,-9.38040083,-2.561762275,1.00077617656334,3931.89057215836,4817.30203048384
"mu[54]",4.593986927025,4.45897835,1.48357172180219,1.46283419919,2.401689855,7.221010045,1.00060734224087,3577.0371546119,4385.2430092562
"mu[55]",2.81128868282687,2.7079337,0.941951734337403,0.90614517903,1.45657902,4.513053595,1.00112384419222,3292.74737908518,3811.68883249003
"mu[56]",-4.9386957775825,-4.80542745,1.56751913249494,1.53673602705,-7.7615524,-2.63965322,1.00085034815717,3206.87560960361,3472.80278746145
"mu[57]",3.7543423317975,3.64332245,1.28180411960579,1.25441548029,1.86994152,6.082318375,1.00130442546267,3897.78572970623,4645.23471373272
"mu[58]",-0.213199468924712,-0.18744282,0.610072073672196,0.549440766672,-1.25601466,0.7403739145,1.00038313935343,15393.2485319693,9634.23086652461
"mu[59]",-0.310247864321611,-0.309886485,0.730968755946754,0.670265705865,-1.50775201,0.883643221499999,1.00042817242528,12217.4835331124,8909.23535135668
